label,text,text_length
4.0,nếu việt nam tham_lam thì đông nam_á trong tầm tay chúng_ta muốn hòa bình nên vậy thôi,86
4.0,mấy anh trung quốc phét ghê quá nhỉ tướng hoàng đan chỉ đợi cáu gật đầu của tbt lê duẩn thôi là quân trung quốc ăn một loạt dàn rocket,134
4.0,đây là loạt bài nhằm cổ suý các thế_hệ trẻ nên lập lại chiến_tích thần_kỳ như đã gom biết_bao của_cải đã cướp được của miền nam vn từ năm 1975 và của khơ_me vào 1977 1978 miền bắc của chúng_ta lúc ấy còn nghèo mạt chưa bao_giờ thấy và biết được thế_nào là đời_sống văn_minh nhờ các cuộc_chiến này con_cháu đảng mới có được như ngày_nay,335
4.0,như hàn_quốc triều_tiên giờ nhìn vn mình mà thèm,48
4.0,01 00 mình thấy quân giải_phóng có điểm tương_đồng với khởi_nghĩa lam_sơn của lê_lợi,84
4.0,グエントゥアン phát_biểu cứ như bọn phản_động hải ngoại phủ hết xưong máu ông_cha lúc đó miền nam có mặt_trận giải_phóng miền nam vn tham_gia chứ sao không cần giải_phóng muốn đất_nước chia đôi sống kiểu nô_lệ cho người_ta hay dựa vào mỹ_viện_trợ nữa là người vn mà nói gì kì vậy ông_cha đỗ máu mà ông phê_bình à đồ vô_ơn,314
4.0,mẹ ơi vận_chuyển pháo bằng tay rồi đào hầm trên núi nhét pháo vào sao pháp nghĩ ra nổi mà đỡ,92
4.0,2 cường_quốc pháp và mỹ còn chưa sợ nói chi là trung quốc cái thời nhật bản nó sang trung quốc nghe tới nhật bản trung quốc sợ vãi dái,134
4.0,mỹ nó không rút thì còn hi_sinh nhiều hơn ông mất 10000 người để sau đó kết_thúc chiến_tranh hay ông muốn mất 1 tr người mà sau đó đất nc vẫn bị chia_cắt biết hi_sinh là đau_lòng nhưng những kẻ không chấp_nhận hi_sinh sẽ không làm được gì cả,241
4.0,nó do nhiều yếu_tố do nga áp sát do trung_quốc tổn_thất nặng do quân vn hơn sức tưởng_tượng do các nước phản_đối trung quốc ok,126
4.0,đây là loạt bài nhằm cổ suý các thế_hệ trẻ nên lập lại chiến_tích thần_kỳ như đã gom biết_bao của_cải đã cướp được của miền nam vn từ năm 1975 và của khơ_me vào 1977 1978 miền bắc của chúng_ta lúc ấy còn nghèo mạt chưa bao_giờ thấy và biết được thế_nào là đời_sống văn_minh nhờ các cuộc_chiến này con_cháu đảng mới có được như ngày_nay,335
4.0,đồng_ý với bác riêng t thấy trận này việt nam thiệt vì nó kéo quân xuống mà ta mất quân_chủ_lực ý_định của nói vậy chứ cũng là để gây khó_khăn cho vn ở campuchia chưa kể việc nó vào cướp của phá cầu_đường nhà_cửa với công_trình xã_hội giết nhiều người dân vn dù thiệt_hại số_lượng quân_đội trung quốc nhiều hơn nhưng tính cả dân thì vn lại thiệt_hơn nhà e có ng mất e biết việt_nam vừa kéo quân ra nó đã rút để bảo_toàn_lực_lượng và thực_hiện xong mục_đích chính_trị nó khôn kiểu trẻ trâu bh ae cứ tưởng_tượng nén mắn tôm xong đánh phát là chạy luôn chứ đợi cả làng ra là nó ăn cứt,581
4.0,nếu mỹ và việt_nam_cộng_hòa không có không_quân thì khe sanh mỹ và đồng_minh không trụ nổi 1 tháng,98
4.0,taranishorizon4749 bạn bị sao đó bạn bạn nên biết cuộc_chiến biên_giới 1979 là cột mốc để tq hiện_đại_hóa và mở_cửa đó bạn đánh vn sẽ giúp mỹ có cái nhìn cởi_mở hơn về tq và từ đó hai bên có_thể làm_ăn hợp_tác đó,212
4.0,kênh này dư sức chọi với kênh theo dấu giày_sô,46
4.0,hinh anh bac hô va bac giáp ôi gân gui thân_thương qua vi đại quá,65
4.0,thế mình đánh thắng việt_cộng đi rồi mình bóp_méo lịch_sử thế_nào thì theo ý mình z,83
4.0,you get your ass kicked by the south vietnamese,47
4.0,hoả_khí phân_tán hoả_lực tập chung thật_sự khâm_phục tài_năng thiên_bẩm của bác giáp thật tự_hào khi viêt_nam_ta có 2 vị tướng tài_giỏi trong tóp 10 của thế_giới là tiết chế hưng đạo đại_vương trần_quốc_tuấn và bác đại_tướng võ_nguyên giáp_văn red_heart red_heart red_heart red_heart,283
4.0,quang tri 1972 moi khi xem lai nhung thuoc phim tu lieu toi lai nho ve_nhung nguoi bac than yeu cua toi suot 81 ngay hau nhu không 1 phut binh yeb tren troi la b52 nem bom ngoai khoi ham doi 7 na dan phao tren dat lien xe tang m113 không hi_sinh va bi thuong moi la la không phut ngoi nghi xin thanh kinh tat ca nhung nguoi u con yeu quy cua to quoc va mot phan than the de lai noi chien truong nhung ba me vo cua nhùng nguoi chien si vo cung dung cam de dat nuoc vn dang danh tren truong quoc te chung ta dang song trong mot dat nuoc thanh_binh the he nay va mai mai kho bao gio quen co ngay hom nay rat cam on c tr cam on mc doc dan rat tuyet voi,648
4.0,thâ_t tư ha o bô đô i cu hô qua đơ i đơ i nhơ ơn ca c anh,57
0.0,ông ngoại_t là dân_công đẩy xe_thồ ông anh_trai của bà ngoại là bộ_đội thời_chiến 2 bác gái cũng là thanh_niên tình_nguyện đi mở_đường bố t cũng đi bộ_đội biên_giới việt_trung đến đời t thì thôi đời_binh nghiệp grinning_squinting_face grinning_squinting_face lúc_nào t cũng cảm thấy biết_ơn cha_ông đời trước đã nằm_xuống vietnam vietnam vietnam vietnam vietnam vietnam vietnam_vietnam,385
4.0,may_mà rút quân về kịp chứ còn đánh nữa lúc đó chắc tq phải tử thủ chứ ở đó mà dạy cho vn 1 bài_học,99
4.0,cuộc_chiến với tq thì theo tôi nghĩ rằng đó là để lấy lòng mỹ thì đúng hơn còn giúp khmer là phụ lúc đó vn còn quá nghèo chs với vn thì không có lợi gì mà dân còn khổ nên mỹ là lựa_chọn đúng_đắn,194
4.0,van chuyển lương_thực_hành_quân bất_ngờ đúng như nguyễn huệ thao_lược khi nào cần thàn tóc hung đao vương tắc bop quan lượng chò thời thời_tiết xem dân_tộc thực_sự hãnh_diện thời nào cũng có tướng tài kiệt_xuất tài_năng và nhân_cách vẫn luôn sáng trong như ngọc,261
3.0,cảm_ơn chương_trình đã thuyết_giảng lịch_sử điện biên_phủ,57
3.0,đời_đời nhớ ơn các anh_hùng liệt_sĩ đã hy_sinh cho độc_lập dân_tộc con xin cúi đầu trước các ngài,97
4.0,người hán rất đông nhưng thua mông cổ thua nhà thanh_thua nốt cả quân nhật nhưng tq được cái dân_số khủng_khiếp nếu mà bất_chấp chơi biển người dồn khoảng một_vài trăm triệu dân tràn sang thì vn cũng sẽ thua vì lx không sản_xuất đủ đạn và lính vn cũng không còn sức để cầm súng nữa,281
4.0,chất_lượng tank tq thấp nhưng tank húc dinh độc_lập lại là t59,62
4.0,napoleon nói giáp là cháu tao bây dám đụng toan rồi con_trai rolling_on_the_floor_laughing rolling_on_the_floor_laughing vietnam,128
4.0,khangthichangyeu1504 thương gì bọn giặc cộng xâm_lược miền nam nhìn cảnh người dân chết trên đại_lộ kinh_hoàng do bị bọn giặc cộng pháo_kích chưa mà thương chúng_nó,164
3.0,đại_tướng vị anh_hùng dân_tộc đời_đời nhớ ơn,44
4.0,sonthaivan1506 quên thống_kê số lính mỹ và lính đánh_thuê nhé bạn không ít đâu đừng có thần_thánh quá một bên áp_đảo 100 không_quân còn 1 bên chủ_yếu đánh dưới đất mà hoàn_toàn không có không_quân hỗ_trợ thì thiệt_hại nhân_mạng nhiều hơn cũng là điều dễ hiểu nhưng mà nói dài nói dai chốt lại mà mỹ thì cút ngụy thì nhào còn vô_khối thằng lính đánh_thuê hàn_quốc thái_lan philipin úc phi_về nước bằng quan_tài hoặc mất xác đó,425
4.0,58000 người mà phải ra hàng thế mới biết làm vì tiền của mẽo thì thế thôi hết tiền thì đánh làm gì hàng vô điều_kiện,116
2.0,ông ngoại mình vận_chuyển đạn_dược và lương_thực cho chiến_dịch này giờ ông hơn 90 tuổi rồi đến đời mình đang phục_vụ trong lực_lượng vũ_trang vẫn tiếp nối truyền_thống cha_ông phía trước,187
2.0,ae quan_trọng trên hết của đcs việt_nam đó,42
4.0,theo lời mấy ông chú đi đánh tq ngày đó thì đám lính tq chỉ cướp g iết hi ếp được người dân thôi chứ bem nhau trực_diện thì như đám loi_choi bắn thì tội mà không bắn thì nó g iết mình nên đành phải bắn nó,204
4.0,con nhỏ không rõ nên hỏi ạ đừng ai chưởi con nha,48
4.0,không biết bọn 3 sọc có vào xem không nhỉ grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes,105
3.0,cám_ơn kênh rát nhiêu và thật nhiêu tôi nghe mà nước_mắt cứ chảy dài một cuộc_chiến đau_thương và tán khốc nhất trông ls dân_tộc,128
4.0,xao qua viet cong oi đẹp rau ma choi lai voi botte de saut that la khoi hai,75
4.0,các bác có biết người xạ_thủ kiên_cường trong trận khe_xanh là ai không ạ,73
4.0,nói mau mày nhận bao_nhiêu nhân_dân_tệ rồi,42
4.0,còn đánh nữa thì đài loan đánh về đại_lục tây_tạng đòi độc_lập thì giờ nó thành tiểu_quốc rồi tích_cực,102
4.0,miền nam mien trung là hậu_phương vững_chắc thì không_thể chiếm hà_nội được,75
4.0,thupham wb9fs ứng v bị,22
4.0,trận đánh cổ thành quảng_trị là một trận đánh hay nhất trong chiến_tranh việt_nam của tướng ngô_quang_trưởng đánh tan 6 sư_đoàn bộ_đội cộng_sản bắc việt của cộng_sản bắc việt bị đánh cho bại_trận như võ_nguyên giáp_văn_tiến dũng lê trọng tấn trần_quý hai bị 2 sư_đoàn nhảy_dù và thủy_quân lục chiến dồn 6 sư_đoàn bộ_đội cộng_sản bắc việt vào cổ thành quảng_trị cho phi_pháo tiêu_diệt bộ_đội cộng_sản chết như rạ đến độ cựu_chiến_binh cộng_sản phải thốt lên trận quảng_trị mà sống_sót là không bao_giờ chết cả mỗi ngày cộng_sản pháo hàng chục ngàn quả pháo vào quảng_trị tính ra mỗi quân_nhân vnch bị hàng trăm quả pháo tôi còn nhớ quốc_hội vnch đã tuyên_bố tổ_quốc lâm_nguy và lệnh tổng_động_viên được ban_hành tuổi_trẻ miền nam xếp bút nghiên lên_đường bảo_vệ quê_hương hân hoang đợi gói trong cờ đánh đuối quân cộng_sản về phía bắc cờ vnch cộng hòa phất phới bay lại trên cổ thành quảng_trị cờ bay trên thành_phố thân_yêu các trung_đoàn đặc_công của cộng_sản bị liên_đoàn 82 biệt_kích dù bị xoá_sổ các tướng cộng_sản phải chạy về đồ_sơn dưỡng_bệnh cuối_cùng cộng_sản bắc việt đã ra_lệnh rút bỏ cổ thành quảng_trị bỏ quên 2 trung_đoàn của bộ_đội ở lại quảng_trị và bị tiêu_diệt 82 ngày quân xâm_lăng phải bỏ chạy như quân thanh_bỏ chạy khỏi gò đống đa và chết trên sông hồng khi tránh nhau qua cầu_phao bỏ chạy khỏi hà_nội,1323
4.0,thanhha1298 14 tuổi đã là giao_liên bị bắc bị nhấn nước để khảo_tra đấy bạn,75
4.0,dải_phóng xog rồi jio thì phỏng dái luôn nhj nhà e cỏ chú bác nào chét oan trong vụ này không liệu mà cúng cho tử_tế kẻo không siêu thoat được,142
4.0,cuộc kháng_chiến chống mỹ có_thể kéo_dài 10 năm 20 năm sẽ có mất_mát hy_sinh gian_khổ nhưng nhất_định thắng_lợi bắc_nam sum_họp một nhà đánh cho mỹ cút đánh cho ngụy_nhào,170
4.0,kinh rất hay đề_nghị pháp thường_xuyên để mọi người để mọi người ơi lại lịch_sử,79
4.0,không còn từ_ngữ nào để nói về những chiến_công của ông_cha ta chỉ còn biết kính_cẩn nghiêng_mình,97
4.0,xuasaigon4665 chúng_tao mà có máy_bay b52 rải bom và trực_thăng chuyển quân_lương đạn_dược thì chúng_mày bị nghiền nát ra cám,125
2.0,coi để tự_hào về một dân_tộc vn nhỏ_bé nhưng không một thế_lực kẻ_thù nào có_thể xâm_lược được,94
4.0,bài gì vậy xin tên với,22
2.0,tình_báo của việt_nam rất giỏi nhât la cụ phạm xuân ẩn,54
4.0,vinhcao1677 biết bánh_canh cá_lóc hải_lăng không face_with_tongue face_with_hand_over_mouth,91
4.0,longtranphong2060 mới_đây nguyễn_xuân_phúc phạm_minh chính qua mỹ kêu_gọi giúp_đỡ và mỹ giúp cho đến nay cũng tới 20 triệu liều vắc xin cho người dân việt nam vắc xin tq thì mình phải mua do công_ty mua 500 ngàn liều những người việt_bỏ chạy năm nào thì sau_này được gọi là khúc ruột ngàn dặm và khúc ruột này theo báo_chí loan tãi thì mỗi năm gửi về 2 tỉ đô_la,361
0.0,chết nhiều quá b52 rải_thảm,27
2.0,hay quá star struck smiling_face_with_hearts,44
4.0,sao keee doi bo me,18
4.0,có được nào e52 f320b quáng_trị xem bài này không giơ tay,57
4.0,trận khe_sanh có_thể nói là thất_bại lớn của bộ_đội việt_nam số người chết người bị_thương là rất lớn mỹ đã nhử được bộ_đội việt_nam ra khỏi thành_thị để thoải_mái dùng không_quân pháo_binh hiện_đại_để tiêu_diệt quân_đội việt_nam mà vẫn chánh thương_vong cho dân_thường song quân giải_phóng việt_nam cũng thu được một_số thắng_lợi nhất_định,340
4.0,they sacrificed much for what you have today,44
1.0,muốn nó cút thì phải đánh thôi v không đánh thì nó vẫn ở đó tích_cực,68
4.0,chỉ tiếc là về sau lại phải làm ở ủy_ban sinh_đẻ kế_hoạch không hiểu ông duẩn với ông thọ hồi đấy nghĩ gì,105
4.0,vietnammuonnam2858 kệ nó bạn ơi thỉnh_thoảng sủa cho vui nhà tích_cực,69
4.0,thấy đường nào tên khe sanh đâu face_with_tears_of_joy face_with_tears_of_joy,77
1.0,3 nó khát nước nên nó cay mắt mẹ rồi,36
4.0,2 tiếng giờ đi cao_tốc cũng không_thể 2 tiếng tích_cực,54
4.0,trận này việt nam thua và tổn_thất nặng_nề,42
4.0,bố mjh cũng đi chống mỹ đánh mỹ từ bắc vào nam đi 10năm chiến_đấu đến năm 1975 giải_phóng mới được ra_quân ông về sống mất mãn vì trả được chế_độ gì,148
4.0,thoi nay la chien tranh cong nghe cao ai co nhieu vu khi toi tan hien đai nguoi đo se thang vi du nhu cuoc chien giua israel với hamas bay gio ta phai thay đoi triet ly_quan su muon bao ve_đat nuoc đuoc ta phai co vu khi cong nghe cao thu 2 la_phai co đông minh manh nhat the_gioi,280
4.0,sresourcesdocking sao bạn không hỏi ông hun sen tt campuchia,60
4.0,tây_nguyên là nóc nhà đông_dương nghe đến đây thì nghỉ luôn,59
4.0,phongnguyen tx8po cuộc chiến_tranh bắt_buộc và chẳng có cái gì gọi là sai_lầm hay bài_học ở đây cả bạn trung_lập nhưng kẻ_thù đã muốn đánh thì tiếp_tục trung_lập cũng không_thể cản bước được kẻ_thù,197
4.0,quân_đoàn 4 là binh_đoàn cửu long chứ không phải là đoàn 232,60
4.0,xuasaigon4665 thoi_thóp á mình về lật_đổ hộ t cái m tưởng đi ăn_xin là nó cho à chư_hầu ở dna đầy kìa sao nó đéo ưu_đãi không cho vậy cs ở vn nó không còn là đơn_thuần sc theo kiểu lx đâu e à,191
4.0,mình ở khe sanh chỗ mình đến giờ vẫn còn nhiều người dùng máy rà kim_loại tìm mảnh bom về bán sắt vụn mấy bác biết là nó ném nhiều bom cỡ nào smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes,203
4.0,⁸ghi nhan nhu ng gi ong cja chu bac hiẻn tay tu hieu gio co gi _,64
3.0,xin cám_ơn đoạn phim vừa_rồi và bài viết bình_luận của bạn,58
4.0,triều_tiên được trung quốc hô trợ hàng triệu quân ma vẫn thua cuộc từ đó mới thấy các cụ nhà mình mưu_lược quá giỏi không qua trường lớp nào,140
4.0,khe_sanh bộ_đội bắc việt chết nhiều,35
3.0,cảm_ơn các phóng_viên chiến_trường đã không ngại hy_sinh để có những thước phim chiến_trường cho cả thế_giới nói_chung vn nói_riêng biết về lịch_sử dân tôc vn phải gánh_chịu,173
4.0,lich su dat nuoc da qua lau doi nhung danh song thi rut khoi chan dia do nhi con so thuong vong cua bo doi se it hon chu chiem ru mot vung do lat cung chi duoc tieng ma mat mat qua nhieu xuong mau,196
4.0,thời_điểm đó mỹ pháp còn thất_bại đừng nói trung_quốc,53
4.0,thị_quyên_vũ hello dear i repeat to you the second time you need to write correct in vietnamese language and politely on youtube cái gì là 3q cali lời nói đánh_giá con_người của you đó đừng để người cười là you dốt chử dốt nhân_cách ok cộng_sản bắc việt chiếm được miền nam việtnam thì giống_nòi con_cháu của cộng_sản việtnam có trách_nhiệm trung_thành với tổ_quốc việtnam không được rời bỏ việtnam không được chay sang cầu tiến ở đất mỹ các quốc_gia khác,455
3.0,con cám_ơn công_lao to_lớn của bác và đồng_đội đã cho chúng con có được nền hoà_bình ngày hôm_nay con chúc bác thật nhiều sức_khoẻ ạ,132
4.0,tường_thuật và bình_luận sai thời_gian địa_điểm số_lượng và dự kiện nhiều quá,77
4.0,vừa đấm vừa xoa là cách ngoại_giao tối_ưu khi 1 nước nhỏ_bé kế bên 1 nước_lớn ông_cha ta thời xưa đã dùng hiệu_quả chiêu này thắng nhưng phải qua tàu cầu hòa cho dân_chúng yên_thân làm_ăn chớ nó lớn tiềm_lực nó mạnh nó đánh hoài mình mệt,237
4.0,bác ơi cháu có bác nhật ngũ tháng 6 1965 mất tháng 12 hoặc tháng 2 năm 1972 ở đơn_vị c3 tiểu_đội_trưởng đi lấy gạo cho bộ_đội bị giẫm phải mìn hi_sinh nhà cháu tìm mộ nhiều lần nhưng không thấy có tên ở khu nghĩa_trang bác có biết ai ở đơn_vị c3 thừ thiên huế không ạ cho cháu xin liên_lạc với ạ,295
4.0,bạn anh đức ơi họ vnch có quân_lực quân giải_phóng có chân trần trí thép,72
3.0,thương quá cảm_ơn các ông_cha ta đã vất_vả đổ mồ_hôi xương_máu để_dành độc lạp cho chúng con những thế_hệ sau red_heart biết_ơn và trân_trọng shamrock shamrock shamrock,168
1.0,tưởng kênh nước_ngoài hóa ra kênh của viêt cộng dở quá,54
1.0,thangang7627 toàn xuyên_tạc lịch_sử không ai buồn nghe_đâu,58
3.0,họ không sự hi_sinh cũng không sợ thất_bại vì thắng_lợi là tất_yếu điều họ sợ là khi giành được thắng_lợi không còn được thấy bác nữa tiêu_cực,142
4.0,trung_quốc khi đó đánh là chủ_yếu đánh với bộ_đội biên_phòng và dân_quân tự_vệ của mình bộ_đội chủ_lực vn thì bận đánh ponpot chứ lúc đầu_quân tq mà đụng bộ_đội chủ_lực của vn thì không còn cái nịt mà mang về luôn lúc sau nga cho mượn máy_bay để chuyển quân_chủ_lực ra bắc tq mới rén mà rút quân,295
4.0,hay nhỉ giong đo c quá hay vn co nhiều tươ ng quá gio i thế_giới kinh phu_c,75
2.0,nổi da_gà tự_hào rất tự_hào,27
4.0,năm 1954 sao pháp lại có máy_bay ở hà_nội hải_phòng,51
3.0,chúc bác mạnh_khỏe và hạnh_phúc trong thời_bình của đất_nước,60
4.0,thanhtram2652 giờ dân_trí cao hết rồi đéo ai ngu để mình dắt_mũi đâu,68
4.0,mà kể_cả bây_giờ luôn chưa chắc đã ăn được nói nhanh cho vuông kể_cả tên_lửa hay quân đông nếu xác_định tàn_phá thì giờ nó mất nhiều hơn mình có hạt_nhân vừa là ưu nhưng cũng vừa là nhược thôi chưa biết_đâu nói cho tập biết thế,227
2.0,lịch_sử hôn anh trang trai đẹp nhất,35
4.0,liên_xô ngày ấy rất hùng_mạnh họ muốn kéo vn về phe mình tạo bàn_đạp để bành_trướng ra đông nam á nên ho ra_sức giúp_đỡ ta,122
4.0,thắng mỹ_thắng pháp rồi lại làm tôi mọi cho tàu cộng đưa đất_nước vào lại con đường nô_lệ nghèo_đói,99
4.0,cuộc xâm_lược của nga vào ukraina giúp trung_quốc có được chính_nghĩa và lý_do chính_đáng để thống_nhất việt nam vào lảnh thổ của trung_quốc nếu họ muốn và nếu cần dựa trên nguồn_gốc của bộ_tộc bách việt một bộ_phận lớn của trung_quốc đã sinh_sống trong vùng đồng_bằng sông dương_tử từ thời thượng_cổ minh chứng thêm bằng 5 triều_đại của việt vũ vương triệu đà một viên tướng ly_khai với nhà tần hoàng đế nước nam việt đóng_đô tại phiên_ngung trung_quốc từ trước công_nguyên đó cũng là lý_do của việc đảng_ta đã bỏ_phiếu_trắng cho ukraina trước liên_hiệp_quốc,559
4.0,chúc_kênh sớm đạt 500 000 sub,29
4.0,1 00 có chiến_sĩ hi_sinh,24
2.0,người p tự_hào về pháo_binh thất_bại bởi pháo_binh ta tại đbp người mình tự_hào về không_quân và thất_bại trên bầu_trời hà_nội,126
4.0,thế nó chiếm hoàng_sa rồi có sao không,38
4.0,hoaanh2440 xin_lỗi bạn từ đâu đến nếu dưới đất chui lên mới nói được câu nầy yêu nước hi_sinh vì hòa bình cho dân_tộc mà phải cần phân_biệt học cao_học thấp à,158
4.0,các thế_hệ không_thể quên sự_kiện 17 2 1979,43
4.0,trận này hủy_diệt cả 1 thế_hệ tri_thức tinh_hoa sinh_viên lao_động tay_nghề cao của 2 miền đây là tổn_thất khủng_khiếp vĩnh_viễn không gì có_thể bù_đắp được cho dân_tộc vn vn bị tụt_hậu mất vài thập_kỷ do mất đi thế_hệ đó,221
4.0,tham_chiến ở việt_nam là một trải nghiệm cảm_giác cực mạnh và ám_ảnh của lính mỹ nơi họ phải đụng_độ thứ vũ_khí lòng yêu nước đoàn_kết dân_tộc,142
4.0,grinning_face grinning_face_with_big_eyes grinning_face_with_smiling_eyes beaming_face_with_smiling_eyes grinning_squinting_face grinning_face_with_sweat face_with_tears_of_joy rolling_on_the_floor_laughing loudly_crying_face partying_face star struck smiling_face_with_heart eyes smiling_face_with_hearts face_blowing_a_kiss kissing_face_with_closed_eyes kissing_face_with_smiling_eyes kissing_face winking_face upside down_face slightly_smiling_face smiling_face_with_tear smiling_face_with_smiling_eyes smiling_face relieved_face smirking_face sleeping_face sleepy_face pleading_face pensive_face woozy_face zany_face winking_face_with_tongue squinting_face_with_tongue face_with_tongue face_savoring_food drooling_face grimacing_face smiling_face_with_open_hands expressionless_face face_screaming_in_fear neutral_face face_without_mouth zipper mouth_face thinking_face shushing_face face_with_hand_over_mouth yawning_face enraged_face angry_face face_with_steam_from_nose face_with_rolling_eyes unamused_face face_with_monocle face_with_raised_eyebrow face_with_symbols_on_mouth anxious_face_with_sweat disappointed_face fearful_face downcast_face_with_sweat anguished_face worried_face frowning_face_with_open_mouth sad_but_relieved_face face_with_open_mouth crying_face hushed_face frowning_face astonished_face slightly_frowning_face flushed_face confused_face exploding_head,1383
2.0,các cụ ngày_xưa giỏi thật tính_toán phần_tử bắn của pháo_cối như thần bái_phục bái_phục,87
0.0,ông bác tôi đã từng chiến_đấu và hi_sinh năm 1968 tại mặt_trận tây_bắc đến nay chưa tìm thấy mộ tôi rất buồn,108
2.0,có thế_mà tự_hào chị phải nói là quá tự_hào chứ nị,50
4.0,đồng_chí sáu_thiệu và tướng giáp đã nhất_trí phương_án giải_phóng miền nam tướng giáp đánh ban mê thuột thiệu sẽ cho quân rút về ven biển tướng giáp cho quân đánh xuống đồng bằng thiệu sẽ cho các tướng_tá đu càng về xài gòn tướng giáp cho quân đánh vào đông nam bộ thiệu sẽ vờ chống_trả quyết_liệt để tránh nghi_ngờ và đổ_nát cho xài gòn sau đó sẽ mở_toang xài gòn cho quân giải_phóng vào tiếp_quản nguyên_vẹn chiến_tranh kết_thúc đúng là pha tạt cánh đánh_đầu kinh_điển của bác giáp và siêu điệp_viên sáu thiệu thumbs_up thumbs_up thumbs_up,541
4.0,nắm toàn_bộ kế_hoạch tác_chiến của địch rồi còn lại là làm_sao đánh cho hiệu_quả nhất tổn_thất ít_nhất nữa thôi,111
2.0,bố mình cũng là thương_binh nặng 1 4 mình thấy rất tự_hào về bố chúc bố khỏe_mạnh để các con noi theo bố,104
4.0,play_button hải_chiến_trường sa 1988 full trang sử bi_hùng của dân_tộc https youtu be 4utrz8cdwly,97
4.0,2 trung_đoàn quân cộng_sản bắc việt và 3 tiểu_đoàn việt_cộng có tổng_quân_số khoảng trên 5 ngàn người chết sạch sành_sanh chỉ còn lại khoảng một tiểu_đội phải bơi qua sông mới còn cơ_hội sống_sót thua đau đòn dùng chiến_thuật biển người coi mạng bộ_đội như cỏ rác chết cả mấy triệu thanh_niên khi chưa tới tuổi đôi_mươi trong khi tướng giáp chết trên giường_bệnh lúc 104 tuổi nhục nhả khi đẩy bộ_đội trẻ chết thay cho cán_bộ,424
4.0,admin đọc nhanh và gằn giọng quá làm nghe không truyền_cảm và nghe một lúc thấy đau_đầu muốn chuyển kênh dù nội_dung rất hay và giá_trị,135
4.0,có_thể đánh nhau với một đội quân nhưng không_thể đánh nhau với cả 1 dân_tộc,76
0.0,quá đau_thương quá hãi_hùng gửi lời tri ân đến các binh_sĩ đã tử_trận trong trận chiênd này cả vnch vndcch,106
4.0,e bấm nhầm không thích tiêu_cực,31
1.0,thằng los này video thì dài nói lại 1 câu thì nhiều,51
3.0,chúng cháu ngày nên biết_ơn nhưng thế_hệ như bác đã phải hi_sinh vì tổ_quốc để giải_phóng dân_tộc,97
4.0,người mỹ giống người đức và nhật_bản nhưng ngu hơn vì tự kỷ vào đồng đô_la,74
1.0,bi nh luâ n xảo qua,19
4.0,bác ca cu anha minh cung mâ t ơ đây va chưa ti m thâ y bô minh râ t buô n lâu_lâu_la i nă m mơ kêu tên ba c rô i bâ t dâ y co nhiê u khi thâ y bô kho c sad_but_relieved_face sad_but_relieved_face sad_but_relieved_face,217
4.0,thichvuthe8143 ban tự tìm_hiểu nhé sai rồi,42
4.0,việt nam vốn chọn vĩ_tuyến 13 cơ_mà mĩ đi_đêm với khựa và nga xô bắt việt nam phải lùi từ 15 xuống 16 rồi 17 bác lê duẩn tức nghẹn họng vì điều đó nên sau_này hội_đàm paris không có cả xô lẫn khựa éo tin thằng nào hết,217
2.0,đừng nghe những gì cộng_sản nói hãy nhìn những gì cộng_sản làm,62
4.0,khe_sanh là nơi giặc mỹ thương_vong cao nhất face_with_tears_of_joy rolling_on_the_floor_laughing,97
4.0,thangang7627 sao năm 1974 vnch không đứng im để giữ cả quần_đảo nhỉ hay chó phải nghe lời chủ,93
2.0,hãy làm nhiều để dân ta hiểu hết sử và ta,41
4.0,vnch cũng giỏi lắm chứ nếu không các bạn đâu phải mất 20 năm để đánh_đổ chúng_tôi,81
4.0,khi chiến_tranh đã lùi xa 50 năm thì kinh_nghiệm chiến_trường cũng rời xa nếu có đánh nhau thì chúng_ta cũng sẽ rất khó để thắng,128
4.0,mỹ đã thua thua 1 cách tâm phục khẩu phục 1 dân_tộc đoàn_kết bị truốc lửa từ 1 dân_tộc hùng cường,97
4.0,ln ham deo do mat day,21
3.0,xem xong chỉ nổi hết da_gà thôi sức_mạnh của con_người thật phi_thường cảm_ơn cha_ông đã hi_sinh để có độc_lập ngày hôm_nay red_heart,133
4.0,maycung3274 tao trả_lời cho mày nhé sau trận chiến từ khe sanh trở_vô đến an_lộc bình_long rồi sau đó bản_đồ chính_phủ quốc_gia vnch mất tiêu trên bản_đồ thế_giới mày trả_lời lời đi nó đi đâu 58 nghìn lính mỹ bỏ_mạng tại việt_nam là tại_sao hơn 15 nghìn lính việt cộng chết ở khe_sanh chắc mày hả_dạ nhỉ pháp cũng thua việt cộng mỹ cường_quốc cũng phải thua việt cộng còn vnch thì mất bản_đồ,391
2.0,các cụ nhà mình ngày_xưa chiến quá,34
2.0,cụ giáp thời trẻ đẹp_trai thật các bác nhể vừa đẹp_trai khả_năng quân_sự kiệt_xuất lại gần_gũi hiền_hoà thì tuổi tiêu_cực cho mấy anh pháp,138
