"Fixed_Comment","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at" 
"cảm_ơn và biết_ơn bà ngoại và đại_gia_đình bạn để có được hòa bình đã đổi không biết_bao_nhiêu là xương_máu chúng_ta một phút 1 giây cũng không bao_giờ được quên sự hy_sinh của các thế_hệ đi trước",1938,"1","2024-12-10T14:02:41.554066Z",1936,11.05,"Neutral","2024-12-10T14:02:41.554066Z"
"Có những bài viết này để cho thế_hệ trẻ hiểu sâu_sắc về cuộc chiến_đấu oanh_liệt của cha_ông để có đưộc hôm_nay và luôn_luôn biết_ơn sâu_sắc các anh_hùng liệt_sĩ",1939,"1","2024-12-10T14:02:45.649525Z",1937,3.53,"Thankful","2024-12-10T14:02:45.649525Z"
"Nghe sướng cái lỗ tai bộ_đội mình đánh khiếp thật",1940,"1","2024-12-10T14:02:47.584386Z",1938,1.412,"Neutral","2024-12-10T14:02:47.584386Z"
"ngoctruong8551 tại_sao con gà công_nghiệp phải bỏ đi Mạnh_vậy đánh tiếp đi chứ Top 1 sv cơ_mà",1941,"1","2024-12-10T14:02:50.510001Z",1939,2.382,"Neutral","2024-12-10T14:02:50.510001Z"
"阳太 g1r Tư_Tưởng HCM của đảng mãi không sai mị_dân sai là do những người cầm_quyền bgio",1942,"1","2024-12-10T14:02:53.238638Z",1940,2.211,"Neutral","2024-12-10T14:02:53.238638Z"
"Bon mi nguy bi vc danh cho tan tanh",1943,"1","2024-12-10T14:02:56.012538Z",1941,2.246,"Neutral","2024-12-10T14:02:56.012538Z"
"Co may cau may canh ma tua toi tua lui xem rat nham",1944,"1","2024-12-10T14:02:57.753682Z",1942,1.216,"Neutral","2024-12-10T14:02:57.753682Z"
"Thôi ông ơi Khi mà ta chiếm đồi Him Lam 1 cách nhanh_chóng mà không hao_tổn khí_tài mà đường tiếp_tế bị tê_liệt nên ổng mới biết là thua rồi Ổng cũng không ngờ là ta có_thể đem hoả_lực lên núi",1945,"1","2024-12-10T14:03:00.820037Z",1943,2.522,"Neutral","2024-12-10T14:03:00.820037Z"
"Xin cám_ơn đoạn phim vừa_rồi và bài viết bình_luận của bạn",1946,"1","2024-12-10T14:03:04.324687Z",1944,2.97,"Neutral","2024-12-10T14:03:04.324687Z"
"Vãi mấy ông_già nga còn phải bắc_cầu hàng_không để đưa quân từ cam ra bắc vừa nghe tin thì tq đã cong đuôi chạy rồi",1947,"1","2024-12-10T14:03:07.298086Z",1945,2.442,"Neutral","2024-12-10T14:03:07.298086Z"
"Kkkk nah goi là sạo tiêu_cực kkk",1948,"1","2024-12-10T14:03:10.826214Z",1946,2.996,"Neutral","2024-12-10T14:03:10.826214Z"
"Unknown br4wm Không bị ném đá mới biết Việt_Nam mình dân_chủ lắm hehe",1949,"1","2024-12-10T14:03:12.905310Z",1947,1.511,"Neutral","2024-12-10T14:03:12.905310Z"
"hay quá star struck smiling_face_with_hearts",1950,"1","2024-12-10T14:03:15.531884Z",1948,2.11,"Neutral","2024-12-10T14:03:15.531884Z"
"Tq thì chuyên_môn lựa thời_cơ mới tân công VN như hiện_nay thì không còn mạng nào mà về nước",1951,"1","2024-12-10T14:03:17.893894Z",1949,1.823,"Neutral","2024-12-10T14:03:17.893894Z"
"Dislike là 3 tao là VIỆT NAM red_heart và tôi yêu việt_nam",1952,"1","2024-12-10T14:03:24.282777Z",1950,5.861,"Proud","2024-12-10T14:03:24.282777Z"
"Mỹ cứ tưởng đánh VN ngon Thả bom liên_tục cuối_cùng vẫn thua lượng thả bom quá khủng_khiếp và giờ hiện_tại khép lại quá_khứ chiến_tranh đau_buồn hướng tới tương_lai",1953,"1","2024-12-10T14:03:33.065027Z",1951,8.245,"Sad","2024-12-10T14:03:33.065027Z"
"maycung3274 xem video nước_ngoài thấy B52 nó rải_thảm pháo_hạm 7 nó nã liên_hồi thì con kiến ant còn banh xác huống_chi con_người",1954,"1","2024-12-10T14:03:34.919949Z",1952,1.162,"Neutral","2024-12-10T14:03:34.919949Z"
"Tiến xuống hà_nội thì không còn một mống nào quay trở về Trung_Quốc hết vì sợ ta khoá đuôi thì còn đường đâu quay về",1955,"1","2024-12-10T14:03:37.294238Z",1953,1.826,"Neutral","2024-12-10T14:03:37.294238Z"
"Sao vua roi thang my gia sang vn không cho no xem thuoc phim nay grinning_face_with_sweat",1956,"1","2024-12-10T14:03:39.710880Z",1954,1.898,"Neutral","2024-12-10T14:03:39.710880Z"
"Buồn_cười quá không phải quân_chủ_lực của Trung_Quốc tấn_công Việt_Nam mà chủ_lực của quân Trung_Quốc đều ở biên_giới Nga",1957,"1","2024-12-10T14:03:44.065272Z",1955,3.821,"Neutral","2024-12-10T14:03:44.065272Z"
"Củng_cố_quốc_phòng thật mạnh và thiện_chiến để không bao_giờ phải đánh Giữ nước từ xa khi chưa có nguy_cơ",1958,"1","2024-12-10T14:03:46.952179Z",1956,2.352,"Neutral","2024-12-10T14:03:46.952179Z"
"Nắm toàn_bộ kế_hoạch tác_chiến của địch rồi còn lại là làm_sao đánh cho hiệu_quả nhất tổn_thất ít_nhất nữa thôi",1959,"1","2024-12-10T14:03:49.402479Z",1957,1.897,"Neutral","2024-12-10T14:03:49.402479Z"
"nhuhuong6122 xin_lỗi các bạn Máy mình bị chập cảm_ứng nên nó viết lung_tung Giờ mình mới để_ý thấy",1960,"1","2024-12-10T14:03:51.817534Z",1958,1.866,"Neutral","2024-12-10T14:03:51.817534Z"
"Quân_đội Việt_Nam thật_sự đáng gờm là không_thể chối_cãi",1961,"1","2024-12-10T14:03:56.260056Z",1959,3.886,"Proud","2024-12-10T14:03:56.260056Z"
"Tôi hy_vọng được đến thăm vùng_đất Quảng_Trị",1962,"1","2024-12-10T14:04:01.744011Z",1960,4.955,"Neutral","2024-12-10T14:04:01.744011Z"
"Năm 2023 ai còn xem",1963,"1","2024-12-10T14:04:03.188944Z",1961,0.898,"Neutral","2024-12-10T14:04:03.188944Z"
"sgblk9661 nếu 100 bạn là ng VN thì bạn sẽ biết Bác Hồ cũng 100 là ng VN Bác đi khắp 5 châu gặp_gỡ nhiều người và ai cũng biết Bác là ng VN nhé Hình_như 46 năm rồi mà có vẻ có người vẫn còn cay",1964,"1","2024-12-10T14:04:15.439022Z",1962,11.712,"Neutral","2024-12-10T14:04:15.439022Z"
"Mẹ thằng TQ quả đó sao không cứ xuống thêm đi Để Cụ Duẩn làm gỏi 1 thể kéo quân về rồi mà váy à",1965,"1","2024-12-10T14:04:20.232499Z",1963,4.213,"Angry","2024-12-10T14:04:20.232499Z"
"Oanh_tạc lắm tất_cả các anh hi_sinh vì tô quốc xin nghiêng_mình kinh cần các anh",1966,"1","2024-12-10T14:04:23.726482Z",1964,2.702,"Thankful","2024-12-10T14:04:23.726482Z"
"Xem kênh này mình thấy càng yêu Tổ_Quốc Việt_Nam",1967,"1","2024-12-10T14:04:26.445542Z",1965,2.125,"Proud","2024-12-10T14:04:26.445542Z"
"dlbk102 ừ Tham_nhũng thì vẫn ng Việt tiêu vẫn của ng Việt nhà_hàng ca_ve bộn tiền mất đi đâu",1968,"1","2024-12-10T14:04:29.784820Z",1966,2.78,"Angry","2024-12-10T14:04:29.784820Z"
"Chúc chú và gđ luôn mạnh_khỏe và hp",1969,"1","2024-12-10T14:04:31.658905Z",1967,2.941,"Thankful","2024-12-10T14:04:35.314392Z"
"Thế nó chiếm hoàng_sa rồi có sao không",1970,"1","2024-12-10T14:04:40.321601Z",1968,1.878,"Neutral","2024-12-10T14:04:40.321601Z"
"Vậy nghe kênh tuân tiền tỷ đi bạn vui_tai và rất hay về lịch_sử chiến_tranh vn",1971,"1","2024-12-10T14:04:45.716639Z",1969,4.833,"Neutral","2024-12-10T14:04:45.716639Z"
"Gớm cứ kêu gà công_nghiệp đi Trong khi các tiện_ích ngày_nay đều đang sử_dụng của họ đó",1972,"1","2024-12-10T14:04:48.339132Z",1970,2.082,"Neutral","2024-12-10T14:04:48.339132Z"
"Hứa_thế hữu chắc cháu hứa_thế hanh face_with_tears_of_joy",1973,"1","2024-12-10T14:04:50.828740Z",1971,1.919,"Neutral","2024-12-10T14:04:50.828740Z"
"Bạn để thêm phụ_đề tiếng anh để người nước_ngoài xem và tìm_hiểu về chiến_tranh việt nam giờ họ rất thích tìm_hiểu về chiến_tranh việt nam red_heart red_heart",1974,"1","2024-12-10T14:04:52.466943Z",1972,1.085,"Neutral","2024-12-10T14:04:52.466943Z"
"Cảm_ơn vì video quá hay",1975,"1","2024-12-10T14:04:54.070265Z",1973,1.078,"Neutral","2024-12-10T14:04:54.070265Z"
"soviet 9699 kkk nói báo nước_ngoài lá_cải mà tháng 3 họ đã nêu đích_danh tên_tuổi của 4 thằng tứ trụ csvn khi mà mãi tận tháng 5 csvn mới tiến_hành bầu trong đại_hội đảng Hèn_gì dân VN đều khoái đọc báo nước_ngoài",1976,"1","2024-12-10T14:05:01.002234Z",1974,6.391,"Angry","2024-12-10T14:05:01.002234Z"
"grinning_face_with_sweat face_with_open_mouth grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat face_with_open_mouth grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat face_with_open_mouth grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat face_with_open_mouth grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat face_with_open_mouth grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat face_with_open_mouth grinning_face_with_sweat face_with_open_mouth grinning_face_with_sweat face_with_open_mouth face_with_open_mouth 8 face_with_open_mouth face_with_open_mouth face_with_open_mouth face_with_open_mouth grinning_face_with_sweat face_with_open_mouth grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat face_with_open_mouth p_face_with_tears_of_joy",1977,"1","2024-12-10T14:05:02.567756Z",1975,1.031,"Neutral","2024-12-10T14:05:02.567756Z"
"nguyentronghien9360 không căm_thù Trung nhưng lúc_nào cũng phải dè_chừng cứng_rắn với nó thôi cương với nó là chết như Ukraine",1978,"1","2024-12-10T14:05:05.971537Z",1976,2.863,"Neutral","2024-12-10T14:05:05.971537Z"
"Quyết hy_sinh để_dành sự sống",1979,"1","2024-12-10T14:05:09.531206Z",1977,3.007,"Proud","2024-12-10T14:05:09.531206Z"
"Đã là Cộng_Sản Anh_Em với nhau tại_sao đánh nhau Em học ở Trường chưa bao_giờ nghe tin này face_with_tears_of_joy",1980,"1","2024-12-10T14:05:13.991463Z",1978,3.912,"Neutral","2024-12-10T14:05:13.991463Z"
"Nhớ ai giết đồng_bào mình không hả qgpmnvn không hại dân chỉ đánh lính Mỹ ngụy_còn ngụy_mỹ thì diệt dân lẫn quân giải_phóng luôn",1981,"1","2024-12-10T14:05:16.839579Z",1979,2.308,"Neutral","2024-12-10T14:05:16.839579Z"
"Ông nội mình mất một mắt ở đây",1982,"1","2024-12-10T14:05:20.073631Z",1980,2.695,"Sad","2024-12-10T14:05:20.073631Z"
"Ngày nào cũng có lính mới bổ_sung vào trong thành Những người lính mới non chọet còn thơm_tho mùi của bình_yên Phần_nhiều lính mới còn chưa biết bắn súng B40 Hồi huấn_luyện chúng_tôi cũng không được dạy bắn loại súng này nó dành riêng cho lính hỏa_lực Nhưng mặt_trận này là mặt_trận của hỏa_tiễn nên tất_cả đều phải biết sử_dụng B40 hay B41 Lính_tráng dạy cho nhau ngay tại_trận Căn hầm của chúng_tôi thường_xuyên trở_thành lớp huấn_luyện chớp_nhoáng cho những người lính tò_te ghé qua trước khi xung vào chiến_hào phía trước star TRÍCH ĐƯỢC SỐNG và KỂ LẠI của TRẦN LUÂN TÍN",1983,"1","2024-12-10T14:05:21.711152Z",1981,1.036,"Neutral","2024-12-10T14:05:21.711152Z"
"qua đây chứng_tỏ một điều quân_đội VNCH vô_dụng tới mức nào nếu_như quân giải_phóng có đầy_đủ các loại vũ_khí và không_quân Mỹ tiếp_viện như_vậy thì VNCH đã bị đánh tan lát chỉ trong vòng một năm vậy_mà tới ngày_nay vẫn còn những người còn cố_gắng gồng mình lên để tuyên_truyền chống_phá đúng là ảo_tưởng thật",1984,"1","2024-12-10T14:05:24.752741Z",1982,2.467,"Neutral","2024-12-10T14:05:24.752741Z"
"V n có nhiều thiên_tài về quân_sự quá tự_hào",1985,"1","2024-12-10T14:05:27.868526Z",1983,2.58,"Proud","2024-12-10T14:05:27.868526Z"
"Nghe lịch_sử mà thấy lòng nao_nao lắm Thấy khí_thế như mình cũng được sống trong giai_đoạn đó vậy Cảm_ơn các AHLS đời_đời nhớ ơn",1986,"1","2024-12-10T14:05:32.074430Z",1984,3.643,"Neutral","2024-12-10T14:05:32.074430Z"
"Không có một quân_đội hùng_mạnh nào Có_thể chiến_thắng được một dân_tộc Dân_tộc Việt_Nam chiến_thắng mỹ pháp Là tất_yếu",1987,"1","2024-12-10T14:05:37.574411Z",1985,4.924,"Proud","2024-12-10T14:05:37.574411Z"
"ông nôi mình học nông nhiệp năm đó gác lại đèn sách để học lái xe_tải tham_gia vào lực_lượng vận_tải hậu_cần cho chiến_trường năm ấy",1988,"1","2024-12-10T14:05:43.419160Z",1986,5.29,"Proud","2024-12-10T14:05:43.419160Z"
"KhoaNguyen sf1tc khe xanh chỉ là nghi_binh thôi Chứ mục_tiêu là các đô_thị miền nam Với_lại mỹ mạnh về tri viện trên không Nên quân ta không_thể đánh như điện Biên_đuoc",1989,"1","2024-12-10T14:05:46.821758Z",1987,2.853,"Neutral","2024-12-10T14:05:46.822753Z"
"Đúng là cuộc kháng_chiến phi_thường của nhân_dân ta",1990,"1","2024-12-10T14:05:49.399781Z",1988,2.024,"Proud","2024-12-10T14:05:49.399781Z"
"đấy là chiến_tranh biên_giới thôi ko phải xâm_lược",1991,"1","2024-12-10T14:05:53.513901Z",1989,3.528,"Neutral","2024-12-10T14:05:53.513901Z"
"Toàn_thể dân_tộc Việt_Nam đem tất_cả tính_mạng và của_cải để giữ vững nền tự_do và độc_lập ấy tuyên_ngôn độc_lập HCM",1992,"1","2024-12-10T14:05:56.822938Z",1990,2.723,"Proud","2024-12-10T14:05:56.822938Z"
"dankemd2341 Vua Quang_Trung đã có kế_hoạch xâm_lược Trung_Quốc sau khi đẩy_lùi quân xâm_lược rồi đấy ông nhưng ông đã mất quá sớm trong thời_gian chuẩn_bị quân_sự và hậu_cần cả việc do_thám Trung_Hoa và vạch ra kế_hoạch xâm_lược và tiêu_diệt kẻ_thù truyền_kiếp",1993,"1","2024-12-10T14:06:00.520854Z",1991,3.131,"Neutral","2024-12-10T14:06:00.520854Z"
"Sự_thật sẽ còn rất nhiều liệt_sĩ không_thể tìm thấy hài_cốt bởi các chiến_trường khốc_liệt khắp Đông_Dương Dưới làn bom B52 thì còn lại gì đâu Những cuộc hành_quân chỉ kịp lấp tạm dưới 1 phiến đá 1 trận mưa là xóa hết Ôi có nơi nào bi_thương mà cũng hào_hùng như đất_nước này không",1994,"1","2024-12-10T14:06:02.454150Z",1992,1.377,"Neutral","2024-12-10T14:06:02.454150Z"
"Vinh Hoang không hiểu vì_sao phải tử thủ ak Nếu không tử thủ thì làm gì có áp_lực nào tạo ra trên bàn đàm_phán để Mỹ rút quân_dân Mỹ còn biểu_tình rầm_rộ nữa Mỹ không rút quân thì mình còn hi_sinh nhiều mà chưa biết bao_giờ mới giải_phóng được nhé",1995,"1","2024-12-10T14:06:12.153178Z",1993,9.098,"Neutral","2024-12-10T14:06:12.153178Z"
"6rrrrrr6rrrr tienbui3644 party_popper face_with_tears_of_joy party_popper party_popper face_with_tears_of_joy face_with_tears_of_joy party_popper party_popper party_popper face_with_tears_of_joy party_popper party_popper face_with_tears_of_joy ai",1996,"1","2024-12-10T14:06:13.736845Z",1994,1.026,"Neutral","2024-12-10T14:06:13.736845Z"
"Chúng cháu cảm_ơn ông và những anh_hùng đã cống_hiến đã hi_sinh cho hòa bình đất_nước",1997,"1","2024-12-10T14:06:15.591689Z",1995,1.266,"Thankful","2024-12-10T14:06:15.591689Z"
"Nếu_như mọi người biết_bao_nhiêu lính đặc_công hy_sinh trong trận này crying_face",1998,"1","2024-12-10T14:06:18.799097Z",1996,2.634,"Sad","2024-12-10T14:06:18.799097Z"
"Việt_nam ta rất nhiều người giỏi trung quốc cũng chỉ là con hổ giấy thôi các cháu yên tầm học giỏi để tiếp nói chả ông",1999,"1","2024-12-10T14:06:22.169359Z",1997,2.815,"Proud","2024-12-10T14:06:22.169359Z"
"Bạn làm thêm về thành cổ Quảng_Trị đi",2000,"1","2024-12-10T14:06:23.998198Z",1998,1.253,"Neutral","2024-12-10T14:06:23.998198Z"
"grinning_squinting_face chuyện không xảy ra nên cứ gọi là giả_sử nếu_như mà thôi bạn ạ Nhưng ở thời_điểm quá_khứ đó thì miền Nam đã phát_triển hơn mạnh hơn Nam Hàn về mọi mặt rồi đấy cả KT lẫn XH",2001,"1","2024-12-10T14:06:26.466122Z",1999,1.908,"Neutral","2024-12-10T14:06:26.467132Z"
"Cảm_ơn người anh_em Vinh_quang cho nước Nga_Ura",2002,"1","2024-12-10T14:06:30.905234Z",2000,3.843,"Thankful","2024-12-10T14:06:30.905234Z"
"Trong Chiến_Dịch này Đảng_Ta đã phải hy_sinh ít_nhất 50 ngàn bộ_đội VỊ THÀNH_NIÊN Tất_cả các binh_trạm bệnh_xá dã_chiến kho đạn kho lương_thực của ta đều bị thiêu_huỷ Ngoài_ra còn có một_số Đồng_Chí cấp Tướng của bậc thầy Tr_Quốc cũng mất xác về tay Nguỵ Đó là một mất_mát lớn_lao cho Đảng_Ta và Đồng_Chí TQ",2003,"1","2024-12-10T14:08:18.739723Z",2001,107.237,"Neutral","2024-12-10T14:08:18.739723Z"
"Còn khủng_khiếp hơn chúng_ta tưởng_tượng nhiều b ạ sự chịu_đựng anh_dũng của các cụ ngày sưa thật khủng_khiếp",2004,"1","2024-12-10T14:08:22.021068Z",2002,2.691,"Sad","2024-12-10T14:08:22.021068Z"
"Thường tấn_công thì quân_số phải gấp ba lần đây lại ít hơn một nửa Các cụ đánh dị thật",2005,"1","2024-12-10T14:08:27.503037Z",2003,4.912,"Neutral","2024-12-10T14:08:27.503037Z"
"cha_ông ta đã có công dựng nước đời chúng_ta phải có công xây_dựng đất_nước",2006,"1","2024-12-10T14:08:30.998576Z",2004,2.915,"Proud","2024-12-10T14:08:30.998576Z"
"Hỏi các cụ miền bắc ngày_xưa đợt mỹ không_kích là biết thôi nó dội bom liên_tục ý chứ nói_chung cũng phải có hầm với hào để nấp",2007,"1","2024-12-10T14:08:35.927580Z",2005,4.349,"Neutral","2024-12-10T14:08:35.927580Z"
"Đây là clip tổng_hợp lại coi cho max đã đó má Có từng chiến_dịch riêng_lẻ mở_đầu là chiến_dịch Tây_Nguyên đó",2008,"1","2024-12-10T14:08:37.766146Z",2006,1.172,"Neutral","2024-12-10T14:08:37.766146Z"
"Tụi giặc cỏ Trung_Quốc chỉ Khoác_Lác thôi Tiến sâu xuống chút nữa chắc_chắn sẽ không có một thằng nào được trở về đất_nước",2009,"1","2024-12-10T14:08:45.237525Z",2007,6.907,"Neutral","2024-12-10T14:08:45.237525Z"
"CS MIEN BAC VAO NAM PHA TANH_BANH THANH PHO QUANG TRI CAI DO GOI LA VAO NAM AN CUOP CHU GOI LA BAO VE_THI không CO DUNG CHO LAM DUNG LA MOT LU MAN RO",2010,"1","2024-12-10T14:08:48.510976Z",2008,2.66,"Angry","2024-12-10T14:08:48.510976Z"
"Tướng Hoàng_Xuân_Lãm có_thể là tình_báo của bên ta cài vào",2011,"1","2024-12-10T14:08:55.432913Z",2009,6.358,"Neutral","2024-12-10T14:08:55.432913Z"
"CuongTran qx2gy chuẩn_bị xem tui đó nhục khi thua Nga cho tụi nato về thơiw kỳ đồ đá kìa ka ka",2012,"1","2024-12-10T14:08:59.278745Z",2010,3.262,"Neutral","2024-12-10T14:08:59.278745Z"
"Càng tìm_hiểu lịch_sử dân_tộc sâu_rộng Tôi càng thất_vọng với nền giáo_dục dạy môn ls 1 cách qua_loa học thuộc cho_qua môn",2013,"1","2024-12-10T14:09:05.886677Z",2011,6.015,"Angry","2024-12-10T14:09:05.886677Z"
"THỜI XƯA CÁC BÁC CÁC ANH CÁC CHỊ KHỔ_SỞ ĂN_không NGON NGỦ không UÊN VÌ CHIẾN_TRANH TÀN_KHỐC CỦA QUÂN GIẶC THẾ MÀ SỨC MANH CỦA DÂN_TỘC MÌNH không QUẢN_NGẠI GIAN_KHỔ ĐỂ ĐẤT_NƯỚC ĐƯỢC BÌNH_YÊN VẬY MÀ BÂY_GIỜ THỜI_BÌNH BỌN NÓ THI NHAU THAM_NHŨNG CƯỚP HẾT CÔNG_LAO CỦA THẾ_HỆ XƯA MẤT RỒI",2014,"1","2024-12-10T14:09:08.932191Z",2012,2.466,"Neutral","2024-12-10T14:09:08.932191Z"
"Thật tự_hào tinh_thần yêu nước của người Việt_Nam Mọi người cho em hỏi những thước phim trong video có phải hình_ảnh thực_tế ngày đấy không ạ",2015,"1","2024-12-10T14:09:14.115170Z",2013,4.611,"Proud","2024-12-10T14:09:14.115170Z"
"Nội_dung thông_tin nào mà bạn kêu là Mỹ là 2500 quân tổng_thêm vn là 7500 quân thế tTheo thông_tin thì 1000 lính Mỹ còn bên ta là 4500 quân nhé Hãy sơ dẫn_chứng chính_xác",2016,"1","2024-12-10T14:09:17.681779Z",2014,2.814,"Neutral","2024-12-10T14:09:17.681779Z"
"tập nào cũng hay và dễ hiểu QGP rất giỏi",2017,"1","2024-12-10T14:09:21.883403Z",2015,3.608,"Proud","2024-12-10T14:09:21.883403Z"
"nói ra là thấy dốt về lịch_sử rồi Nếu sau năm 1946 khi tổng_tuyển_cử thống_nhất cả nước VN dưới sự lãnh_đạo của chính_phủ đa đảng của Việt_Minh mà đứng đầu là Hồ chủ_tịch nếu lúc đó Pháp và Mỹ không quay lại đánh VN 1 lần nữa thì làm gì có 20 năm chiến_tranh sau_này Làm gì phải đổ bao_nhiêu máu xương ở Điện_Biên_Phủ năm 1954 làm gì có cảnh 2 anh_em ông Diệm và Nhu về nước từ Mỹ chiếm lấy miền Nam làm của riêng chứ Nếu Pháp và Mỹ năm 1946 mà buông bỏ VN cho độc_lập thì giờ này VN còn hơn cả Nhật và Hàn là cái chắc Nói 1 vấn_đề gì thì phải nói từ ngọn lên tới gốc nhá đừng có kiểu chỉ nói mỗi phần ngọn thôi xong lại cho là mình hiểu_biết thời_cuộc như_vậy Làm thế trẻ_con lên 3 nó cũng khinh_thường và nhổ nước_miếng vào mặt cho vì quá dốt_nát đó",2018,"1","2024-12-10T14:09:23.559354Z",2016,1.109,"Neutral","2024-12-10T14:09:23.559354Z"
"chaubinhkk9351 nghệ a có ai không",2019,"1","2024-12-10T14:09:25.363558Z",2017,1.22,"Neutral","2024-12-10T14:09:25.363558Z"
"Ki nh câ n ngươ i li nh viê t_nam",2020,"1","2024-12-10T14:09:26.947066Z",2018,1.005,"Neutral","2024-12-10T14:09:26.947066Z"
"Trận đánh này Quân Giải_phóng có 4 000 chiến_sĩ hy_sinh bị_thương không có số_liệu 3 xe_tăng bị phá_hủy Quân VNCH có 7 756 người chết hàng nghìn người bị_thương Quân Mỹ có 20 người chết 9 máy_bay vài chục xe_tăng và xe bọc_thép 4 ô_tô bị phá_hủy",2021,"1","2024-12-10T14:09:28.831244Z",2019,1.323,"Neutral","2024-12-10T14:09:28.831244Z"
"anhhieule8527 face_with_tears_of_joy Bạn không biết vì tướng đánh trận ích được ghi vào sử hơn tướng tổng_tham_mưu",2022,"1","2024-12-10T14:09:31.493976Z",2020,2.08,"Neutral","2024-12-10T14:09:31.493976Z"
"bỏ từ việt cộng đi",2023,"1","2024-12-10T14:09:33.313096Z",2021,1.244,"Neutral","2024-12-10T14:09:33.313096Z"
"Bác là nhân_chứng lịch_sử chúng cháu tự_hào về bác",2024,"1","2024-12-10T14:09:35.741788Z",2022,1.859,"Thankful","2024-12-10T14:09:35.741788Z"
"tinh_anh của dân_tộc không phải là ít cậu Chúng_ta có đủ trí và lực để nắn lại lịch_sử thế_giới",2025,"1","2024-12-10T14:09:39.923737Z",2023,3.604,"Proud","2024-12-10T14:09:39.923737Z"
"hungphamanh425 chuyến bay giải_cứu kit test Việt_Á chắc có ơn bạn nhỉ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy",2026,"1","2024-12-10T14:09:42.816818Z",2024,2.314,"Neutral","2024-12-10T14:09:42.816818Z"
"cac vua hung da co cong dung nuoc bac chau kinh nguyet cung nhau cuop nuoc noi the moi dung",2027,"1","2024-12-10T14:09:45.528907Z",2025,2.085,"Neutral","2024-12-10T14:09:45.528907Z"
"Lào cũng đánh VN ak Láo thật",2028,"1","2024-12-10T14:09:49.371499Z",2026,3.238,"Angry","2024-12-10T14:09:49.371499Z"
"Bác cháu là Nguyễn_Huy_Hoàn cũng tham_gia trận khe sanh 1968 cùng thời_điểm với bác",2029,"1","2024-12-10T14:09:51.541134Z",2027,5.009,"Proud","2024-12-10T14:09:58.296751Z"
"thích một cái là kênh này không bị lẫn quảng_cáo nên mọi người ủng_hộ một nút thích",2030,"1","2024-12-10T14:10:04.667572Z",2028,4.398,"Neutral","2024-12-10T14:10:04.667572Z"
"Tải và trải nghiệm Loship ngay tại https loship vn use app",2031,"1","2024-12-10T14:10:06.651512Z",2029,1.397,"Neutral","2024-12-10T14:10:06.651512Z"
"Những ng lính của Bác hồ thật anh_dũng kiên_cường thật tự_hào và biết_ơn hộ",2032,"1","2024-12-10T14:10:09.197897Z",2030,1.958,"Proud","2024-12-10T14:10:09.197897Z"
"Cảm_on cac bâc tien boi quân và dân vn chien thang quân xluoc",2033,"1","2024-12-10T14:10:11.474709Z",2031,1.708,"Thankful","2024-12-10T14:10:11.474709Z"
"phinguyen7601 đúng thế nó có rất nhiều toan_tính Tốt nhất là thôn_tính VN không được thì suy_yếu VN",2034,"1","2024-12-10T14:10:19.082243Z",2032,7.027,"Neutral","2024-12-10T14:10:19.082243Z"
"Bố của mình là chỉ_huy pháo phòng_không gắn_bó với chiến_trường đường 9 khe sanh Quảng_Trị",2035,"1","2024-12-10T14:10:22.460434Z",2033,2.771,"Proud","2024-12-10T14:10:22.460434Z"
"Bình luân rất chi tiế công_phu Cuộc_chiến dẫm máu hào_hùng của dân_tộc góp_phần thắng_lợi trên bàn đàm_phán Paris Tưởng_nhớ sự hy_sinh của các chiến_sĩ cả 2 chiến_tuyến",2036,"1","2024-12-10T14:10:27.879239Z",2034,4.822,"Thankful","2024-12-10T14:10:27.879239Z"
"bên công chưa lên kế_hoạch xong thì bên thủ đã chán_chê chờ đánh",2037,"1","2024-12-10T14:10:30.330555Z",2035,1.846,"Neutral","2024-12-10T14:10:30.330555Z"
"nguyentronghien9360 đúng chúng_ta vẫn giữ thế cây tre tập_trung phát_triển kinh_tế nhưng vẫn luôn phải đề_phòng",2038,"1","2024-12-10T14:10:32.825312Z",2036,1.902,"Neutral","2024-12-10T14:10:32.825312Z"
"Làm_sao tiến vào được hà_nội 3 lữ_đoàn đã phục_kích chờ sẵn bọn trung Quốc trước hà_nội 50 km bọn trung Quốc phụp vào vòng_vây thì không còn một móng rút quân là sự khôn_ngoan của trung Quốc_smiling_face_with_smiling_eyes",2039,"1","2024-12-10T14:10:36.706588Z",2037,3.282,"Neutral","2024-12-10T14:10:36.706588Z"
"Trung_Quốc không muốn chiếm đất mà muốn hạ_bệ nền kinh_tế Việt_Nam và Liên_Xô cuối_cùng Liên_Xô tan_rã kinh_tế Việt_Nam sụp_đổ Trung_Quốc và Mỹ trở_thành bạn tốt kết_quả tuyệt_vời",2040,"1","2024-12-10T14:10:38.603956Z",2038,1.267,"Neutral","2024-12-10T14:10:38.603956Z"
